L_Gene	L_ident	L_MeanUMI	R_Gene	R_ident	R_MeanUMI	Str
pp_L_2_Gnas	pp_L_2	2.22082633110571	epi_R_1_Vipr1	epi_R_1	0.360108153333333	0.292300494410747
pp_L_2_Gnas	pp_L_2	2.22082633110571	epi_R_2_Vipr1	epi_R_2	0.302003021682665	0.292300494410747
pp_L_2_Gnas	pp_L_2	2.22082633110571	epi_R_3_Vipr1	epi_R_3	0.50938269127907	0.292300494410747
pp_L_2_Gnas	pp_L_2	2.22082633110571	epi_R_5_Vipr1	epi_R_5	0.333832904504504	0.292300494410747
pp_L_3_Gnas	pp_L_3	2.24847725222222	epi_R_1_Vipr1	epi_R_1	0.360108153333333	0.299624519323402
pp_L_3_Gnas	pp_L_3	2.24847725222222	epi_R_2_Vipr1	epi_R_2	0.302003021682665	0.299624519323402
pp_L_3_Gnas	pp_L_3	2.24847725222222	epi_R_3_Vipr1	epi_R_3	0.50938269127907	0.299624519323402
pp_L_3_Gnas	pp_L_3	2.24847725222222	epi_R_5_Vipr1	epi_R_5	0.333832904504504	0.299624519323402
pp_L_4_Gnas	pp_L_4	2.57690665888889	epi_R_1_Vipr1	epi_R_1	0.360108153333333	0.393548017941108
pp_L_4_Gnas	pp_L_4	2.57690665888889	epi_R_2_Vipr1	epi_R_2	0.302003021682665	0.393548017941108
pp_L_4_Gnas	pp_L_4	2.57690665888889	epi_R_3_Vipr1	epi_R_3	0.50938269127907	0.393548017941108
pp_L_4_Gnas	pp_L_4	2.57690665888889	epi_R_5_Vipr1	epi_R_5	0.333832904504504	0.393548017941108
pp_L_0_Gpi1	pp_L_0	1.19881156100218	epi_R_6_Amfr	epi_R_6	0.256132445418327	0.0851730499218822
pp_L_1_Gpi1	pp_L_1	0.982822094700461	epi_R_6_Amfr	epi_R_6	0.256132445418327	0.0572466630533902
pp_L_2_Gpi1	pp_L_2	0.635893139246659	epi_R_6_Amfr	epi_R_6	0.256132445418327	0.023964514369519
pp_L_3_Gpi1	pp_L_3	0.93595859	epi_R_6_Amfr	epi_R_6	0.256132445418327	0.0519174822320874
pp_L_4_Gpi1	pp_L_4	0.983878703333333	epi_R_6_Amfr	epi_R_6	0.256132445418327	0.0573698182672372
